ID_ART	Sep_2024	Oct_2024	Nov_2024	Dic_2024	Ene_2025	Feb_2025	Mar_2025	Abr_2025	May_2025	Jun_2025	Jul_2025	Ago_2025
AUACKCP300C	1,432490794	0	0,855095385	1,383509003	6,270346286	2,599774454	2,088079608	2,691765242	0,126507817	2,889412121	0,321358138	2,49962116
AUACKCP900R	0,701026029	0,144482111	0	1,123607815	1,593968614	0,129622129	0,619924287	1,399575217	1,399575217	1,399575217	1,399575217	1,399575217
AUACRCBLT3	5,03792273	7,501817896	11,18168886	9,0549246	9,184779414	10,15620565	9,546781933	8,828059634	9,437483352	10,15620565	9,546781933	8,828059634
AUACRIM4F	56,32940172	55,22574337	55,22574337	55,30038605	55,30038605	55,30038605	55,30038605	55,30038605	55,30038605	55,30038605	55,30038605	55,30038605
AUACRIM4Z	13,3044959	10,6639734	10,6639734	10,6639734	10,6639734	10,6639734	10,6639734	10,6639734	10,6639734	10,6639734	10,6639734	10,6639734
AUACRP120	18,80332124	17,8419334	17,13169083	17,58145811	17,7122761	18,20792666	18,20792666	18,20792666	18,20792666	18,20792666	18,20792666	18,20792666
AUACRT2415U	13,93247738	7,629712777	10,69058241	8,582074934	7,253445887	12,38841132	7,148443165	12,0320912	12,82416533	9,811541547	11,23142333	11,06816234
AUACSH1000	44,31394017	50,07370075	43,07079754	51,77030373	43,07079754	51,77030373	43,07079754	51,77030373	43,07079754	51,77030373	43,07079754	51,77030373
AUELPA42	2,684848897	2,395300405	2,684848897	2,395300405	2,684848897	2,395300405	2,684848897	2,395300405	2,684848897	2,395300405	2,684848897	2,395300405
HEELCA2542D	9,212354113	5,225018381	6,718429339	13,14382924	6,480202826	8,247105344	7,336690634	10,93374123	2,099279377	7,987587307	3,947516269	4,525873213
HEELCA6205	20,65151454	19,20733591	16,08128447	16,05501514	16,05501514	16,05501514	16,05501514	16,05501514	16,05501514	16,05501514	16,05501514	16,05501514
HEELCHS16	23,3355767	9,274312471	21,90963723	9,138492365	18,04657548	10,57950285	21,30860092	10,4118681	21,90963723	9,138492365	18,04657548	10,57950285
HEELCINPU30410	6,447266648	7,527084534	6,904684337	6,40540831	7,080973467	6,990183576	7,758645971	6,54786667	7,572129316	6,882464592	6,882464592	6,40540831
HEELPW2275	27,2502155	28,64213672	28,64213672	28,64213672	28,64213672	28,64213672	28,64213672	28,64213672	28,64213672	28,64213672	28,64213672	28,64213672
HEELRT1512	12,80811543	3,909937645	10,91235502	3,991222231	12,09365737	1,810499651	8,678566568	3,422584322	8,80588621	3,476069333	9,861906305	3,483742389
HEELSP500	16,60078018	16,60078018	16,60078018	16,60078018	16,60078018	16,60078018	16,60078018	16,60078018	16,60078018	16,60078018	16,60078018	16,60078018
HEELVC0115P	14,52006995	17,9107313	12,87981793	15,62749839	13,77174877	13,25116312	15,29612054	14,09768622	13,41915373	14,11710762	14,1294935	15,50778884
HEELVC0640P	17,18281446	17,03172683	15,76247092	17,03172683	17,03172683	15,76247092	17,03172683	17,03172683	15,76247092	17,03172683	17,03172683	15,76247092
HEFUFCD10	19,53877072	23,26440997	20,42373839	20,7039072	25,20375057	19,92675491	19,92675491	20,57618903	19,92675491	19,92675491	20,57618903	19,92675491
MADUDG121-A	2,025655781	1,758636261	0,929768885	0,271262671	0,504439824	1,564515765	0,201389423	0,033234543	0,248631208	0,558121011	0,380623988	1,562274337
MAEL2G100	9,984263602	11,61070921	10,67550298	10,67550298	10,67550298	10,67550298	10,67550298	10,67550298	10,67550298	10,67550298	10,67550298	10,67550298
SOELCSVM510	25,9071243	20,65102016	17,31560574	15,98645175	17,68332002	11,99931408	15,50775748	11,38751299	14,93077418	9,789529512	23,29322917	8,19100498
SOELPES6300	6,24541592	7,748913644	6,346509113	5,186775895	8,462415109	6,281521866	4,839421959	6,63077283	6,528228352	4,879702631	6,569012916	6,654117391
SOELSI6140DV	31,35205254	48,5446322	27,2295668	31,7294311	40,90265355	29,87256481	35,13165974	40,80809969	36,77398724	51,84015886	29,34351322	36,97641203
SOELSI7130MP	19,37388325	19,88226925	19,88226925	19,88226925	19,88226925	19,88226925	19,88226925	19,88226925	19,88226925	19,88226925	19,88226925	19,88226925
SOELSI9220DV	15,78635902	15,78635902	15,78635902	15,78635902	15,78635902	15,78635902	15,78635902	15,78635902	15,78635902	15,78635902	15,78635902	15,78635902
SOFUFW161M	25,44045413	21,28766297	20,05790947	21,03394678	39,03974727	21,42184015	21,02833114	18,33654511	21,23860952	18,83271775	38,0552695	38,0552695
SOSWG1-110	5,272431695	5,272431695	5,272431695	5,272431695	5,272431695	5,272431695	5,272431695	5,272431695	5,272431695	5,272431695	5,272431695	5,272431695
SOSWG1-112	2,235852609	2,254411068	2,162043911	2,162043911	2,162043911	2,162043911	2,162043911	2,162043911	2,162043911	2,162043911	2,162043911	2,162043911
SOSWG2-216	0,669431988	0,878572712	0,873122324	0,770233483	0,770233483	0,770233483	0,770233483	0,770233483	0,770233483	0,770233483	0,770233483	0,770233483
SOSWM2-211	0,988637437	0,586118284	1,300462632	1,311985433	1,311985433	1,311985433	1,311985433	1,311985433	1,311985433	1,311985433	1,311985433	1,311985433
SOSWP2-414	0,673392757	2,408116352	0	0	1,973311882	0	0,314656862	2,961921348	1,004910404	0,908023814	2,708882353	4,242182183
SOSWP2-517	3,961447945	5,433535607	5,438082652	4,943957896	4,884531552	5,993420044	4,536403177	4,391685977	3,972121207	3,79863044	3,781195397	4,232615509
SOSWSWC440N	0,597481237	2,891533326	4,449593261	3,798268114	1,88041672	1,054967727	0,597481237	2,891533326	4,449593261	3,798268114	1,88041672	1,054967727
SOSWSWT2035	2,124683924	0,286548606	0,296156038	0,976735514	1,227403264	1,307320508	0,93032857	0	0	0,758737321	1,014909765	0,060827901
SOSWSWW2550	2,340986702	2,360411815	2,340986702	2,360411815	2,37565247	2,325746047	2,325746047	2,340986702	3,148383434	3,148383434	2,340986702	2,340986702
SOSWT1-111	3,004646234	3,501551596	4,1365837	3,966126191	2,211520167	2,001770945	2,001770945	4,193068854	4,402818077	4,32936972	2,211520167	2,001770945
